b_aikridge;Aikridge;;;;;;;;;;;;;
b_aikridge_adj;Aikridge;;;;;;;;;;;;;
b_aikridge_desc;Aikridge;;;;;;;;;;;;;
b_barne;Barne;;;;;;;;;;;;;
b_barne_adj;Barne;;;;;;;;;;;;;
b_barne_desc;Barne;;;;;;;;;;;;;
b_mossmall;Mossmall;;;;;;;;;;;;;
b_mossmall_adj;Mossmall;;;;;;;;;;;;;
b_mossmall_desc;Mossmall;;;;;;;;;;;;;
b_gringham;Gringham;;;;;;;;;;;;;
b_gringham_adj;Gringham;;;;;;;;;;;;;
b_gringham_desc;Gringham;;;;;;;;;;;;;
b_davon;Davon;;;;;;;;;;;;;
b_davon_adj;Davon;;;;;;;;;;;;;
b_davon_desc;Davon;;;;;;;;;;;;;
b_cardwick;Cardwick;;;;;;;;;;;;;
b_cardwick_adj;Cardwick;;;;;;;;;;;;;
b_cardwick_desc;Cardwick;;;;;;;;;;;;;
b_aberton;Aberton;;;;;;;;;;;;;
b_aberton_adj;Aberton;;;;;;;;;;;;;
b_aberton_desc;Aberton;;;;;;;;;;;;;
b_kirkston;Kirkston;;;;;;;;;;;;;
b_kirkston_adj;Kirkston;;;;;;;;;;;;;
b_kirkston_desc;Kirkston;;;;;;;;;;;;;
b_ulston;Ulston;;;;;;;;;;;;;
b_ulston_adj;Ulston;;;;;;;;;;;;;
b_ulston_desc;Ulston;;;;;;;;;;;;;
b_lechend;Lechend;;;;;;;;;;;;;
b_lechend_adj;Lechend;;;;;;;;;;;;;
b_lechend_desc;Lechend;;;;;;;;;;;;;
b_wortwood;Wortwood;;;;;;;;;;;;;
b_wortwood_adj;Wortwood;;;;;;;;;;;;;
b_wortwood_desc;Wortwood;;;;;;;;;;;;;
b_wested;Wested;;;;;;;;;;;;;
b_wested_adj;Wested;;;;;;;;;;;;;
b_wested_desc;Wested;;;;;;;;;;;;;
b_reton;Reton;;;;;;;;;;;;;
b_reton_adj;Reton;;;;;;;;;;;;;
b_reton_desc;Reton;;;;;;;;;;;;;
b_buckham;Buckham;;;;;;;;;;;;;
b_buckham_adj;Buckham;;;;;;;;;;;;;
b_buckham_desc;Buckham;;;;;;;;;;;;;
b_beath;Beath;;;;;;;;;;;;;
b_beath_adj;Beath;;;;;;;;;;;;;
b_beath_desc;Beath;;;;;;;;;;;;;
b_kettle;Kettle;;;;;;;;;;;;;
b_kettle_adj;Kettle;;;;;;;;;;;;;
b_kettle_desc;Kettle;;;;;;;;;;;;;
b_rostwood;Rostwood;;;;;;;;;;;;;
b_rostwood_adj;Rostwood;;;;;;;;;;;;;
b_rostwood_desc;Rostwood;;;;;;;;;;;;;
b_blade;Blade;;;;;;;;;;;;;
b_blade_adj;Blade;;;;;;;;;;;;;
b_blade_desc;Blade;;;;;;;;;;;;;
b_nethead;Nethead;;;;;;;;;;;;;
b_nethead_adj;Nethead;;;;;;;;;;;;;
b_nethead_desc;Nethead;;;;;;;;;;;;;
b_marwick;Marwick;;;;;;;;;;;;;
b_marwick_adj;Marwick;;;;;;;;;;;;;
b_marwick_desc;Marwick;;;;;;;;;;;;;
b_scarr;Scarr;;;;;;;;;;;;;
b_scarr_adj;Scarr;;;;;;;;;;;;;
b_scarr_desc;Scarr;;;;;;;;;;;;;
b_barns;Barns;;;;;;;;;;;;;
b_barns_adj;Barns;;;;;;;;;;;;;
b_barns_desc;Barns;;;;;;;;;;;;;
b_hookham;Hookham;;;;;;;;;;;;;
b_hookham_adj;Hookham;;;;;;;;;;;;;
b_hookham_desc;Hookham;;;;;;;;;;;;;
b_manswell;Manswell;;;;;;;;;;;;;
b_manswell_adj;Manswell;;;;;;;;;;;;;
b_manswell_desc;Manswell;;;;;;;;;;;;;
b_bield;Bield;;;;;;;;;;;;;
b_bield_adj;Bield;;;;;;;;;;;;;
b_bield_desc;Bield;;;;;;;;;;;;;
b_kinning;Kinning;;;;;;;;;;;;;
b_kinning_adj;Kinning;;;;;;;;;;;;;
b_kinning_desc;Kinning;;;;;;;;;;;;;
b_spens;Spens;;;;;;;;;;;;;
b_spens_adj;Spens;;;;;;;;;;;;;
b_spens_desc;Spens;;;;;;;;;;;;;
b_auston;Auston;;;;;;;;;;;;;
b_auston_adj;Auston;;;;;;;;;;;;;
b_auston_desc;Auston;;;;;;;;;;;;;
b_birchrie;Birchrie;;;;;;;;;;;;;
b_birchrie_adj;Birchrie;;;;;;;;;;;;;
b_birchrie_desc;Birchrie;;;;;;;;;;;;;
b_foxhalls;Foxhalls;;;;;;;;;;;;;
b_foxhalls_adj;Foxhalls;;;;;;;;;;;;;
b_foxhalls_desc;Foxhalls;;;;;;;;;;;;;
b_carnsa;Carnsa;;;;;;;;;;;;;
b_carnsa_adj;Carnsa;;;;;;;;;;;;;
b_carnsa_desc;Carnsa;;;;;;;;;;;;;
b_liddlam;Liddlam;;;;;;;;;;;;;
b_liddlam_adj;Liddlam;;;;;;;;;;;;;
b_liddlam_desc;Liddlam;;;;;;;;;;;;;
b_rothill;Rothill;;;;;;;;;;;;;
b_rothill_adj;Rothill;;;;;;;;;;;;;
b_rothill_desc;Rothill;;;;;;;;;;;;;
b_riverley;Riverley;;;;;;;;;;;;;
b_riverley_adj;Riverley;;;;;;;;;;;;;
b_riverley_desc;Riverley;;;;;;;;;;;;;
b_blackton;Blackton;;;;;;;;;;;;;
b_blackton_adj;Blackton;;;;;;;;;;;;;
b_blackton_desc;Blackton;;;;;;;;;;;;;
b_asley;Asley;;;;;;;;;;;;;
b_asley_adj;Asley;;;;;;;;;;;;;
b_asley_desc;Asley;;;;;;;;;;;;;
b_birlby;Birlby;;;;;;;;;;;;;
b_birlby_adj;Birlby;;;;;;;;;;;;;
b_birlby_desc;Birlby;;;;;;;;;;;;;
b_inver;Inver;;;;;;;;;;;;;
b_inver_adj;Inver;;;;;;;;;;;;;
b_inver_desc;Inver;;;;;;;;;;;;;
b_allheugh;Allheugh;;;;;;;;;;;;;
b_allheugh_adj;Allheugh;;;;;;;;;;;;;
b_allheugh_desc;Allheugh;;;;;;;;;;;;;
b_duncroft;Duncroft;;;;;;;;;;;;;
b_duncroft_adj;Duncroft;;;;;;;;;;;;;
b_duncroft_desc;Duncroft;;;;;;;;;;;;;
b_xorlan;Xorlan;;;;;;;;;;;;;
b_xorlan_adj;Xorlan;;;;;;;;;;;;;
b_xorlan_desc;Xorlan;;;;;;;;;;;;;
b_nairven;Nairven;;;;;;;;;;;;;
b_nairven_adj;Nairven;;;;;;;;;;;;;
b_nairven_desc;Nairven;;;;;;;;;;;;;
b_wernach;Wernach;;;;;;;;;;;;;
b_wernach_adj;Wernach;;;;;;;;;;;;;
b_wernach_desc;Wernach;;;;;;;;;;;;;
b_ediss;Ediss;;;;;;;;;;;;;
b_ediss_adj;Ediss;;;;;;;;;;;;;
b_ediss_desc;Ediss;;;;;;;;;;;;;
b_orsley;Orsley;;;;;;;;;;;;;
b_orsley_adj;Orsley;;;;;;;;;;;;;
b_orsley_desc;Orsley;;;;;;;;;;;;;
b_aberley;Aberley;;;;;;;;;;;;;
b_aberley_adj;Aberley;;;;;;;;;;;;;
b_aberley_desc;Aberley;;;;;;;;;;;;;
b_holeston;Holeston;;;;;;;;;;;;;
b_holeston_adj;Holeston;;;;;;;;;;;;;
b_holeston_desc;Holeston;;;;;;;;;;;;;
b_emphead;Emphead;;;;;;;;;;;;;
b_emphead_adj;Emphead;;;;;;;;;;;;;
b_emphead_desc;Emphead;;;;;;;;;;;;;
b_undon;Undon;;;;;;;;;;;;;
b_undon_adj;Undon;;;;;;;;;;;;;
b_undon_desc;Undon;;;;;;;;;;;;;
b_greavend;Greavend;;;;;;;;;;;;;
b_greavend_adj;Greavend;;;;;;;;;;;;;
b_greavend_desc;Greavend;;;;;;;;;;;;;
b_bearsham;Bearsham;;;;;;;;;;;;;
b_bearsham_adj;Bearsham;;;;;;;;;;;;;
b_bearsham_desc;Bearsham;;;;;;;;;;;;;
b_penriggs;Penriggs;;;;;;;;;;;;;
b_penriggs_adj;Penriggs;;;;;;;;;;;;;
b_penriggs_desc;Penriggs;;;;;;;;;;;;;
b_sebridge;Sebridge;;;;;;;;;;;;;
b_sebridge_adj;Sebridge;;;;;;;;;;;;;
b_sebridge_desc;Sebridge;;;;;;;;;;;;;
b_lesham;Lesham;;;;;;;;;;;;;
b_lesham_adj;Lesham;;;;;;;;;;;;;
b_lesham_desc;Lesham;;;;;;;;;;;;;
b_drumwell;Drumwell;;;;;;;;;;;;;
b_drumwell_adj;Drumwell;;;;;;;;;;;;;
b_drumwell_desc;Drumwell;;;;;;;;;;;;;
b_shott;Shott;;;;;;;;;;;;;
b_shott_adj;Shott;;;;;;;;;;;;;
b_shott_desc;Shott;;;;;;;;;;;;;
b_beamord;Beamord;;;;;;;;;;;;;
b_beamord_adj;Beamord;;;;;;;;;;;;;
b_beamord_desc;Beamord;;;;;;;;;;;;;
b_milfoot;Milfoot;;;;;;;;;;;;;
b_milfoot_adj;Milfoot;;;;;;;;;;;;;
b_milfoot_desc;Milfoot;;;;;;;;;;;;;
b_wyrmton;Wyrmton;;;;;;;;;;;;;
b_wyrmton_adj;Wyrmton;;;;;;;;;;;;;
b_wyrmton_desc;Wyrmton;;;;;;;;;;;;;
b_belrem;Belrem;;;;;;;;;;;;;
b_belrem_adj;Belrem;;;;;;;;;;;;;
b_belrem_desc;Belrem;;;;;;;;;;;;;
b_claremont;Claremont;;;;;;;;;;;;;
b_claremont_adj;Claremont;;;;;;;;;;;;;
b_claremont_desc;Claremont;;;;;;;;;;;;;
b_laverwic;Laverwic;;;;;;;;;;;;;
b_laverwic_adj;Laverwic;;;;;;;;;;;;;
b_laverwic_desc;Laverwic;;;;;;;;;;;;;
b_montwic;Montwic;;;;;;;;;;;;;
b_montwic_adj;Montwic;;;;;;;;;;;;;
b_montwic_desc;Montwic;;;;;;;;;;;;;
b_elmere;Elmere;;;;;;;;;;;;;
b_elmere_adj;Elmere;;;;;;;;;;;;;
b_elmere_desc;Elmere;;;;;;;;;;;;;
b_montone;Montone;;;;;;;;;;;;;
b_montone_adj;Montone;;;;;;;;;;;;;
b_montone_desc;Montone;;;;;;;;;;;;;
b_athelwic;Athelwic;;;;;;;;;;;;;
b_athelwic_adj;Athelwic;;;;;;;;;;;;;
b_athelwic_desc;Athelwic;;;;;;;;;;;;;
b_belcote;Belcote;;;;;;;;;;;;;
b_belcote_adj;Belcote;;;;;;;;;;;;;
b_belcote_desc;Belcote;;;;;;;;;;;;;
b_haverham;Haverham;;;;;;;;;;;;;
b_haverham_adj;Haverham;;;;;;;;;;;;;
b_haverham_desc;Haverham;;;;;;;;;;;;;
b_waltham;Waltham;;;;;;;;;;;;;
b_waltham_adj;Waltham;;;;;;;;;;;;;
b_waltham_desc;Waltham;;;;;;;;;;;;;
b_alverton;Alverton;;;;;;;;;;;;;
b_alverton_adj;Alverton;;;;;;;;;;;;;
b_alverton_desc;Alverton;;;;;;;;;;;;;
b_wicmere;Wicmere;;;;;;;;;;;;;
b_wicmere_adj;Wicmere;;;;;;;;;;;;;
b_wicmere_desc;Wicmere;;;;;;;;;;;;;
b_haleswic;Haleswic;;;;;;;;;;;;;
b_haleswic_adj;Haleswic;;;;;;;;;;;;;
b_haleswic_desc;Haleswic;;;;;;;;;;;;;
b_suthmere;Suthmere;;;;;;;;;;;;;
b_suthmere_adj;Suthmere;;;;;;;;;;;;;
b_suthmere_desc;Suthmere;;;;;;;;;;;;;
b_beormont;Beormont;;;;;;;;;;;;;
b_beormont_adj;Beormont;;;;;;;;;;;;;
b_beormont_desc;Beormont;;;;;;;;;;;;;
b_wermund;Wermund;;;;;;;;;;;;;
b_wermund_adj;Wermund;;;;;;;;;;;;;
