creature_ailor;Ailor;;;;;;;;;;;;;x
creature_ailor_desc;This character is an Ailor, a human forged by the order, ambition, and imperial doctrine of the Regalian Empire.;;;;;;;;;;;;;x
creature_teled;Teled;;;;;;;;;;;;;x
creature_teled_desc;This character is a Teled elf, one of the ancient High Elves who bear the fading glory and burdens of the old world.;;;;;;;;;;;;;x
creature_isldar;Isldar;;;;;;;;;;;;;x
creature_isldar_desc;This character is an Isldar elf, a frostbound soul entwined with cold cycles of death, rebirth, and remembrance.;;;;;;;;;;;;;x
creature_selvath;Selvath;;;;;;;;;;;;;x
creature_selvath_desc;This character is a Selvath elf, a hardened survivalist shaped by relentless struggle, adaptation, and life in untamed wilds.;;;;;;;;;;;;;x
creature_eronidas;Eronidas;;;;;;;;;;;;;x
creature_eronidas_desc;This character is an Eronidas, a warrior philosopher who tempers battle with art and reason.;;;;;;;;;;;;;x
creature_suvial;Suvial;;;;;;;;;;;;;x
creature_suvial_desc;This character is a Suvial elf, trained to bind demons and wield the disciplined fury of flame.;;;;;;;;;;;;;x
creature_skyborn;Skyborn;;;;;;;;;;;;;x
creature_skyborn_desc;This character is a Skyborn, an engineer descended from an ancient civilization driven by invention and lost technological wonders.;;;;;;;;;;;;;x
creature_asha;Asha;;;;;;;;;;;;;x
creature_asha_desc;This character is an Asha, an animal folk inheritor of a fallen civilization whose echoes still shape their culture.;;;;;;;;;;;;;x
creature_allar;Allar;;;;;;;;;;;;;x
creature_allar_desc;This character is an Allar, a learned lizard folk devoted to alchemy, scholarship, and the pursuit of refinement.;;;;;;;;;;;;;x
creature_dragonkin;Dragonkin;;;;;;;;;;;;;x
creature_dragonkin_desc;This character is a Dragonkin, a half dragon inheritor shaped by ancient blood and desert legacy.;;;;;;;;;;;;;x
creature_sihai;Sihai;;;;;;;;;;;;;x
creature_sihai_desc;This character is a Sihai, a sworn protector of the world rising from the depths of the Jade Sea.;;;;;;;;;;;;;x
creature_ruinborn;Ruinborn;;;;;;;;;;;;;x
creature_ruinborn_desc;This character is a Ruinborn, a magic-warped elf born marked by unnatural skin tones and adaptive physiology.;;;;;;;;;;;;;x
creature_urlan;Urlan;;;;;;;;;;;;;x
creature_urlan_desc;This character is a Urlan, a minotaur folk hunter known for quiet strength and gentle wisdom.;;;;;;;;;;;;;x
creature_dwarf;Dwarf;;;;;;;;;;;;;x
creature_dwarf_desc;This character is a Dwarf, a deep delver hardened by stone, craft, and ancient tunnels.;;;;;;;;;;;;;x
creature_yanar;Yanar;;;;;;;;;;;;;x
creature_yanar_desc;This character is a Yanar, an elusive plant like people defined by endurance and hidden traditions.;;;;;;;;;;;;;x
creature_slizzar;Slizzar;;;;;;;;;;;;;x
creature_slizzar_desc;This character is a Slizzar, a serpentine shapeshifter skilled in spying and silent manipulation.;;;;;;;;;;;;;x
creature_maraya;Maraya;;;;;;;;;;;;;x
creature_maraya_desc;This character is a Maraya, a vault dweller from another inheritor of ancient traditions and knowledge.;;;;;;;;;;;;;x
creature_bralona;Bralona;;;;;;;;;;;;;x
creature_bralona_desc;This character is a Bralona, an inorganic being seeking identity, purpose, and self determination.;;;;;;;;;;;;;x

half_ailor;Half-Ailor;;;;;;;;;;;;;x
half_ailor_desc;This character is a half Ailor, carrying a trace of imperial ambition and disciplined heritage.;;;;;;;;;;;;;x
half_allar;Half-Allar;;;;;;;;;;;;;x
half_allar_desc;This character is a half Allar, inheriting a spark of scholarly curiosity and alchemical tradition.;;;;;;;;;;;;;x
half_asha;Half-Asha;;;;;;;;;;;;;x
half_asha_desc;This character is a half Asha, blending animal folk instincts with another heritage.;;;;;;;;;;;;;x
half_bralona;Half-Bralona;;;;;;;;;;;;;x
half_bralona_desc;This character is a half Bralona, partly shaped by an inorganic lineage.;;;;;;;;;;;;;x
half_dragonkin;Half-Dragonkin;;;;;;;;;;;;;x
half_dragonkin_desc;This character is a half Dragonkin, carrying a faint trace of ancient draconic blood.;;;;;;;;;;;;;x
half_dwarf;Half-Dwarf;;;;;;;;;;;;;x
half_dwarf_desc;This character is a half Dwarf, inheriting the resilience and craft of the deep folk.;;;;;;;;;;;;;x
half_eronidas;Half-Eronidas;;;;;;;;;;;;;x
half_eronidas_desc;This character is a half Eronidas, touched by a warrior philosopher tradition.;;;;;;;;;;;;;x
half_isldar;Half-Isldar;;;;;;;;;;;;;x
half_isldar_desc;This character is a half Isldar, bearing a trace of the frostbound elven cycle.;;;;;;;;;;;;;x
half_maraya;Half-Maraya;;;;;;;;;;;;;x
half_maraya_desc;This character is a half Maraya, inheriting fragments of an ancient vault-born heritage.;;;;;;;;;;;;;x
half_narim;Half-Narim;;;;;;;;;;;;;x
half_narim_desc;This character is a half Narim, carrying the legacy of an ancient insectoid people.;;;;;;;;;;;;;x
half_ruinborn;Half-Ruinborn;;;;;;;;;;;;;x
half_ruinborn_desc;This character is a half Ruinborn, marked faintly by magical distortion.;;;;;;;;;;;;;x
half_selvath;Half-Selvath;;;;;;;;;;;;;x
half_selvath_desc;This character is a half Selvath, inheriting the hardened instincts of the wilds.;;;;;;;;;;;;;x
half_sihai;Half-Sihai;;;;;;;;;;;;;x
half_sihai_desc;This character is a half Sihai, touched by the guardian legacy of the Jade Sea.;;;;;;;;;;;;;x
half_skyborn;Half-Skyborn;;;;;;;;;;;;;x
half_skyborn_desc;This character is a half Skyborn, carrying a hint of ancient inventive heritage.;;;;;;;;;;;;;x
half_slizzar;Half-Slizzar;;;;;;;;;;;;;x
half_slizzar_desc;This character is a half Slizzar, inheriting subtle shapeshifting and cunning instincts.;;;;;;;;;;;;;x
half_suvial;Half-Suvial;;;;;;;;;;;;;x
half_suvial_desc;This character is a half Suvial, touched by disciplined flame and demon-binding traditions.;;;;;;;;;;;;;x
half_teled;Half-Teled;;;;;;;;;;;;;x
half_teled_desc;This character is a half Teled, bearing a fragment of ancient High Elven legacy.;;;;;;;;;;;;;x
half_urlan;Half-Urlan;;;;;;;;;;;;;x
half_urlan_desc;This character is a half Urlan, carrying the calm strength of the minotaur folk.;;;;;;;;;;;;;x
half_yanar;Half-Yanar;;;;;;;;;;;;;x
half_yanar_desc;This character is a half Yanar, touched by the quiet endurance of the plant folk.;;;;;;;;;;;;;x
