creature_ailor;Ailor;;;;;;;;;;;;;x
creature_ailor_desc;This character is an Ailor, a human forged by the order, ambition, and imperial doctrine of the Regalian Empire.;;;;;;;;;;;;;x
creature_teled;Teled;;;;;;;;;;;;;x
creature_teled_desc;This character is a Teled elf, one of the ancient High Elves who bear the fading glory and burdens of the old world.;;;;;;;;;;;;;x
creature_isldar;Isldar;;;;;;;;;;;;;x
creature_isldar_desc;This character is an Isldar elf, a frostbound soul entwined with cold cycles of death, rebirth, and remembrance.;;;;;;;;;;;;;x
creature_selvath;Selvath;;;;;;;;;;;;;x
creature_selvath_desc;This character is a Selvath elf, a hardened survivalist shaped by relentless struggle, adaptation, and life in untamed wilds.;;;;;;;;;;;;;x
creature_eronidas;Eronidas;;;;;;;;;;;;;x
creature_eronidas_desc;This character is an Eronidas, a warrior philosopher who tempers battle with art and reason.;;;;;;;;;;;;;x
creature_suvial;Suvial;;;;;;;;;;;;;x
creature_suvial_desc;This character is a Suvial elf, trained to bind demons and wield the disciplined fury of flame.;;;;;;;;;;;;;x
creature_skyborn;Skyborn;;;;;;;;;;;;;x
creature_skyborn_desc;This character is a Skyborn, an engineer descended from an ancient civilization driven by invention and lost technological wonders.;;;;;;;;;;;;;x
creature_asha;Asha;;;;;;;;;;;;;x
creature_asha_desc;This character is an Asha, an animal folk inheritor of a fallen civilization whose echoes still shape their culture.;;;;;;;;;;;;;x
creature_allar;Allar;;;;;;;;;;;;;x
creature_allar_desc;This character is an Allar, a learned lizard folk devoted to alchemy, scholarship, and the pursuit of refinement.;;;;;;;;;;;;;x
creature_dragonkin;Dragonkin;;;;;;;;;;;;;x
creature_dragonkin_desc;This character is a Dragonkin, a half dragon inheritor shaped by ancient blood and desert legacy.;;;;;;;;;;;;;x
creature_sihai;Sihai;;;;;;;;;;;;;x
creature_sihai_desc;This character is a Sihai, a sworn protector of the world rising from the depths of the Jade Sea.;;;;;;;;;;;;;x
creature_kathar;Kathar;;;;;;;;;;;;;x
creature_kathar_desc;This character is a Kathar elf, bound to secret cults and guided by the murmured promises of Dark Gods.;;;;;;;;;;;;;x
creature_urlan;Urlan;;;;;;;;;;;;;x
creature_urlan_desc;This character is a Urlan, a minotaur folk hunter known for quiet strength and gentle wisdom.;;;;;;;;;;;;;x
creature_dwarf;Dwarf;;;;;;;;;;;;;x
creature_dwarf_desc;This character is a Dwarf, a deep delver hardened by stone, craft, and ancient tunnels.;;;;;;;;;;;;;x
creature_yanar;Yanar;;;;;;;;;;;;;x
creature_yanar_desc;This character is a Yanar, an elusive plant like people defined by endurance and hidden traditions.;;;;;;;;;;;;;x
creature_slizzar;Slizzar;;;;;;;;;;;;;x
creature_slizzar_desc;This character is a Slizzar, a serpentine shapeshifter skilled in spying and silent manipulation.;;;;;;;;;;;;;x
creature_maraya;Maraya;;;;;;;;;;;;;x
creature_maraya_desc;This character is a Maraya, a vault dweller from another inheritor of ancient traditions and knowledge.;;;;;;;;;;;;;x
creature_bralona;Bralona;;;;;;;;;;;;;x
creature_bralona_desc;This character is a Bralona, an inorganic being seeking identity, purpose, and self determination.;;;;;;;;;;;;;x
