emperor;Emperor;;;;;;;;;;;;;
emperor_adj;Emperor;;;;;;;;;;;;;
emperor_desc;Emperor;;;;;;;;;;;;;
king;King;;;;;;;;;;;;;
king_adj;King;;;;;;;;;;;;;
king_desc;King;;;;;;;;;;;;;
duke;Duke;;;;;;;;;;;;;
duke_adj;Duke;;;;;;;;;;;;;
duke_desc;Duke;;;;;;;;;;;;;
count;Count;;;;;;;;;;;;;
count_adj;Count;;;;;;;;;;;;;
count_desc;Count;;;;;;;;;;;;;
baron;Baron;;;;;;;;;;;;;
baron_adj;Baron;;;;;;;;;;;;;
baron_desc;Baron;;;;;;;;;;;;;
mayor;Mayor;;;;;;;;;;;;;
mayor_adj;Mayor;;;;;;;;;;;;;
mayor_desc;Mayor;;;;;;;;;;;;;
barbarian;Nireth;;;;;;;;;;;;;
barbarian_adj;Nireth;;;;;;;;;;;;;
barbarian_desc;Nireth;;;;;;;;;;;;;
norse;Ystae;;;;;;;;;;;;;
norse_adj;Ystae;;;;;;;;;;;;;
norse_desc;Ystae;;;;;;;;;;;;;
pagan;Poga;;;;;;;;;;;;;
pagan_adj;Poga;;;;;;;;;;;;;
pagan_desc;Poga;;;;;;;;;;;;;
christian;Elobynnla;;;;;;;;;;;;;
christian_adj;Elobynnla;;;;;;;;;;;;;
christian_desc;Elobynnla;;;;;;;;;;;;;
pagan_DESC;All praise the almighty Lar!;;;;;;;;;;;;;
pagan_DESC_adj;All praise the almighty Lar!;;;;;;;;;;;;;
pagan_DESC_desc;All praise the almighty Lar!;;;;;;;;;;;;;
k;Xynon;;;;;;;;;;;;;
k_adj;Xynon;;;;;;;;;;;;;
k_desc;Xynon;;;;;;;;;;;;;
domyuns;Domyuns;;;;;;;;;;;;;
domyuns_adj;Domyuns;;;;;;;;;;;;;
domyuns_desc;Domyuns;;;;;;;;;;;;;
karasus;Karasus;;;;;;;;;;;;;
karasus_adj;Karasus;;;;;;;;;;;;;
karasus_desc;Karasus;;;;;;;;;;;;;
bonas;Bonas;;;;;;;;;;;;;
bonas_adj;Bonas;;;;;;;;;;;;;
bonas_desc;Bonas;;;;;;;;;;;;;
egaloras;Egaloras;;;;;;;;;;;;;
egaloras_adj;Egaloras;;;;;;;;;;;;;
egaloras_desc;Egaloras;;;;;;;;;;;;;
w;Onae;;;;;;;;;;;;;
w_adj;Onae;;;;;;;;;;;;;
w_desc;Onae;;;;;;;;;;;;;
r;Eleicaeon;;;;;;;;;;;;;
r_adj;Eleicaeon;;;;;;;;;;;;;
r_desc;Eleicaeon;;;;;;;;;;;;;
s;Sæ;;;;;;;;;;;;;
s_adj;Sæ;;;;;;;;;;;;;
s_desc;Sæ;;;;;;;;;;;;;
n;Pocdyrnae;;;;;;;;;;;;;
n_adj;Pocdyrnae;;;;;;;;;;;;;
n_desc;Pocdyrnae;;;;;;;;;;;;;
nar;Narä;;;;;;;;;;;;;
nar_adj;Narä;;;;;;;;;;;;;
nar_desc;Narä;;;;;;;;;;;;;
tarn;Tarn;;;;;;;;;;;;;
tarn_adj;Tarn;;;;;;;;;;;;;
tarn_desc;Tarn;;;;;;;;;;;;;
sarn;Sarn;;;;;;;;;;;;;
sarn_adj;Sarn;;;;;;;;;;;;;
sarn_desc;Sarn;;;;;;;;;;;;;
qarn;Qarn;;;;;;;;;;;;;
qarn_adj;Qarn;;;;;;;;;;;;;
qarn_desc;Qarn;;;;;;;;;;;;;
karn;Karn;;;;;;;;;;;;;
karn_adj;Karn;;;;;;;;;;;;;
karn_desc;Karn;;;;;;;;;;;;;
